Sent Digits,Encoded Words,Received Loss Errors
"(1, 2)",HV0,"['000', '0V0', 'H00']"
"(2, 1)",V0H,"['000', '00H', 'V00']"
"(12, 4, 2, 1, 7)",V00000000000V000V0HV000000,"['00000000000000000000000000', '0000000000000000000V000000', '000000000000000000H0000000', '000000000000000000HV000000', '0000000000000000V000000000', '0000000000000000V00V000000', '0000000000000000V0H0000000', '0000000000000000V0HV000000', '000000000000V0000000000000', '000000000000V000000V000000', '000000000000V00000H0000000', '000000000000V00000HV000000', '000000000000V000V000000000', '000000000000V000V00V000000', '000000000000V000V0H0000000', '000000000000V000V0HV000000', 'V0000000000000000000000000', 'V000000000000000000V000000', 'V00000000000000000H0000000', 'V00000000000000000HV000000', 'V000000000000000V000000000', 'V000000000000000V00V000000', 'V000000000000000V0H0000000', 'V000000000000000V0HV000000', 'V00000000000V0000000000000', 'V00000000000V000000V000000', 'V00000000000V00000H0000000', 'V00000000000V00000HV000000', 'V00000000000V000V000000000', 'V00000000000V000V00V000000', 'V00000000000V000V0H0000000']"
"(12, 4, 2, 7, 1)",V00000000000V000H0V000000H,"['00000000000000000000000000', '0000000000000000000000000H', '000000000000000000V0000000', '000000000000000000V000000H', '0000000000000000H000000000', '0000000000000000H00000000H', '0000000000000000H0V0000000', '0000000000000000H0V000000H', '000000000000V0000000000000', '000000000000V000000000000H', '000000000000V00000V0000000', '000000000000V00000V000000H', '000000000000V000H000000000', '000000000000V000H00000000H', '000000000000V000H0V0000000', '000000000000V000H0V000000H', 'V0000000000000000000000000', 'V000000000000000000000000H', 'V00000000000000000V0000000', 'V00000000000000000V000000H', 'V000000000000000H000000000', 'V000000000000000H00000000H', 'V000000000000000H0V0000000', 'V000000000000000H0V000000H', 'V00000000000V0000000000000', 'V00000000000V000000000000H', 'V00000000000V00000V0000000', 'V00000000000V00000V000000H', 'V00000000000V000H000000000', 'V00000000000V000H00000000H', 'V00000000000V000H0V0000000']"
"(12, 4, 7, 1, 2)",V00000000000H000V000000HV0,"['00000000000000000000000000', '000000000000000000000000V0', '00000000000000000000000H00', '00000000000000000000000HV0', '0000000000000000V000000000', '0000000000000000V0000000V0', '0000000000000000V000000H00', '0000000000000000V000000HV0', '000000000000H0000000000000', '000000000000H00000000000V0', '000000000000H0000000000H00', '000000000000H0000000000HV0', '000000000000H000V000000000', '000000000000H000V0000000V0', '000000000000H000V000000H00', '000000000000H000V000000HV0', 'V0000000000000000000000000', 'V00000000000000000000000V0', 'V0000000000000000000000H00', 'V0000000000000000000000HV0', 'V000000000000000V000000000', 'V000000000000000V0000000V0', 'V000000000000000V000000H00', 'V000000000000000V000000HV0', 'V00000000000H0000000000000', 'V00000000000H00000000000V0', 'V00000000000H0000000000H00', 'V00000000000H0000000000HV0', 'V00000000000H000V000000000', 'V00000000000H000V0000000V0', 'V00000000000H000V000000H00']"
"(12, 4, 7, 2, 1)",V00000000000H000V000000V0H,"['00000000000000000000000000', '0000000000000000000000000H', '00000000000000000000000V00', '00000000000000000000000V0H', '0000000000000000V000000000', '0000000000000000V00000000H', '0000000000000000V000000V00', '0000000000000000V000000V0H', '000000000000H0000000000000', '000000000000H000000000000H', '000000000000H0000000000V00', '000000000000H0000000000V0H', '000000000000H000V000000000', '000000000000H000V00000000H', '000000000000H000V000000V00', '000000000000H000V000000V0H', 'V0000000000000000000000000', 'V000000000000000000000000H', 'V0000000000000000000000V00', 'V0000000000000000000000V0H', 'V000000000000000V000000000', 'V000000000000000V00000000H', 'V000000000000000V000000V00', 'V000000000000000V000000V0H', 'V00000000000H0000000000000', 'V00000000000H000000000000H', 'V00000000000H0000000000V00', 'V00000000000H0000000000V0H', 'V00000000000H000V000000000', 'V00000000000H000V00000000H', 'V00000000000H000V000000V00']"
"(12, 7, 1, 2, 4)",V00000000000V000000HH0V000,"['00000000000000000000000000', '0000000000000000000000V000', '00000000000000000000H00000', '00000000000000000000H0V000', '0000000000000000000H000000', '0000000000000000000H00V000', '0000000000000000000HH00000', '0000000000000000000HH0V000', '000000000000V0000000000000', '000000000000V000000000V000', '000000000000V0000000H00000', '000000000000V0000000H0V000', '000000000000V000000H000000', '000000000000V000000H00V000', '000000000000V000000HH00000', '000000000000V000000HH0V000', 'V0000000000000000000000000', 'V000000000000000000000V000', 'V0000000000000000000H00000', 'V0000000000000000000H0V000', 'V000000000000000000H000000', 'V000000000000000000H00V000', 'V000000000000000000HH00000', 'V000000000000000000HH0V000', 'V00000000000V0000000000000', 'V00000000000V000000000V000', 'V00000000000V0000000H00000', 'V00000000000V0000000H0V000', 'V00000000000V000000H000000', 'V00000000000V000000H00V000', 'V00000000000V000000HH00000']"
"(12, 7, 1, 4, 2)",V00000000000V000000HV000V0,"['00000000000000000000000000', '000000000000000000000000V0', '00000000000000000000V00000', '00000000000000000000V000V0', '0000000000000000000H000000', '0000000000000000000H0000V0', '0000000000000000000HV00000', '0000000000000000000HV000V0', '000000000000V0000000000000', '000000000000V00000000000V0', '000000000000V0000000V00000', '000000000000V0000000V000V0', '000000000000V000000H000000', '000000000000V000000H0000V0', '000000000000V000000HV00000', '000000000000V000000HV000V0', 'V0000000000000000000000000', 'V00000000000000000000000V0', 'V0000000000000000000V00000', 'V0000000000000000000V000V0', 'V000000000000000000H000000', 'V000000000000000000H0000V0', 'V000000000000000000HV00000', 'V000000000000000000HV000V0', 'V00000000000V0000000000000', 'V00000000000V00000000000V0', 'V00000000000V0000000V00000', 'V00000000000V0000000V000V0', 'V00000000000V000000H000000', 'V00000000000V000000H0000V0', 'V00000000000V000000HV00000']"
"(12, 7, 2, 1, 4)",V00000000000V000000V0HV000,"['00000000000000000000000000', '0000000000000000000000V000', '000000000000000000000H0000', '000000000000000000000HV000', '0000000000000000000V000000', '0000000000000000000V00V000', '0000000000000000000V0H0000', '0000000000000000000V0HV000', '000000000000V0000000000000', '000000000000V000000000V000', '000000000000V00000000H0000', '000000000000V00000000HV000', '000000000000V000000V000000', '000000000000V000000V00V000', '000000000000V000000V0H0000', '000000000000V000000V0HV000', 'V0000000000000000000000000', 'V000000000000000000000V000', 'V00000000000000000000H0000', 'V00000000000000000000HV000', 'V000000000000000000V000000', 'V000000000000000000V00V000', 'V000000000000000000V0H0000', 'V000000000000000000V0HV000', 'V00000000000V0000000000000', 'V00000000000V000000000V000', 'V00000000000V00000000H0000', 'V00000000000V00000000HV000', 'V00000000000V000000V000000', 'V00000000000V000000V00V000', 'V00000000000V000000V0H0000']"
"(12, 7, 2, 4, 1)",V00000000000V000000H0V000H,"['00000000000000000000000000', '0000000000000000000000000H', '000000000000000000000V0000', '000000000000000000000V000H', '0000000000000000000H000000', '0000000000000000000H00000H', '0000000000000000000H0V0000', '0000000000000000000H0V000H', '000000000000V0000000000000', '000000000000V000000000000H', '000000000000V00000000V0000', '000000000000V00000000V000H', '000000000000V000000H000000', '000000000000V000000H00000H', '000000000000V000000H0V0000', '000000000000V000000H0V000H', 'V0000000000000000000000000', 'V000000000000000000000000H', 'V00000000000000000000V0000', 'V00000000000000000000V000H', 'V000000000000000000H000000', 'V000000000000000000H00000H', 'V000000000000000000H0V0000', 'V000000000000000000H0V000H', 'V00000000000V0000000000000', 'V00000000000V000000000000H', 'V00000000000V00000000V0000', 'V00000000000V00000000V000H', 'V00000000000V000000H000000', 'V00000000000V000000H00000H', 'V00000000000V000000H0V0000']"
"(12, 7, 4, 1, 2)",V00000000000V000000V000HV0,"['00000000000000000000000000', '000000000000000000000000V0', '00000000000000000000000H00', '00000000000000000000000HV0', '0000000000000000000V000000', '0000000000000000000V0000V0', '0000000000000000000V000H00', '0000000000000000000V000HV0', '000000000000V0000000000000', '000000000000V00000000000V0', '000000000000V0000000000H00', '000000000000V0000000000HV0', '000000000000V000000V000000', '000000000000V000000V0000V0', '000000000000V000000V000H00', '000000000000V000000V000HV0', 'V0000000000000000000000000', 'V00000000000000000000000V0', 'V0000000000000000000000H00', 'V0000000000000000000000HV0', 'V000000000000000000V000000', 'V000000000000000000V0000V0', 'V000000000000000000V000H00', 'V000000000000000000V000HV0', 'V00000000000V0000000000000', 'V00000000000V00000000000V0', 'V00000000000V0000000000H00', 'V00000000000V0000000000HV0', 'V00000000000V000000V000000', 'V00000000000V000000V0000V0', 'V00000000000V000000V000H00']"
"(12, 7, 4, 2, 1)",V00000000000V000000V000V0H,"['00000000000000000000000000', '0000000000000000000000000H', '00000000000000000000000V00', '00000000000000000000000V0H', '0000000000000000000V000000', '0000000000000000000V00000H', '0000000000000000000V000V00', '0000000000000000000V000V0H', '000000000000V0000000000000', '000000000000V000000000000H', '000000000000V0000000000V00', '000000000000V0000000000V0H', '000000000000V000000V000000', '000000000000V000000V00000H', '000000000000V000000V000V00', '000000000000V000000V000V0H', 'V0000000000000000000000000', 'V000000000000000000000000H', 'V0000000000000000000000V00', 'V0000000000000000000000V0H', 'V000000000000000000V000000', 'V000000000000000000V00000H', 'V000000000000000000V000V00', 'V000000000000000000V000V0H', 'V00000000000V0000000000000', 'V00000000000V000000000000H', 'V00000000000V0000000000V00', 'V00000000000V0000000000V0H', 'V00000000000V000000V000000', 'V00000000000V000000V00000H', 'V00000000000V000000V000V00']"
